stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1581,4139,KING ST EAST AT ONTARIO ST,,43.651907,-79.365721,,,,
1582,932,DAVENPORT RD AT CALEDONIA PARK RD EAST SIDE,,43.671106,-79.450521,,,,
1583,962,DONLANDS AVE AT FLOYD AVE,,43.689161,-79.34096,,,,
1584,3993,KEELE ST AT FLAMBOROUGH DR,,43.703024,-79.476891,,,,
1585,907,DANFORTH AVE AT PLAYTER BLVD,,43.676857,-79.355191,,,,
1586,1954,DON MILLS RD AT MOATFIELD DR SOUTH SIDE,,43.758304,-79.347263,,,,
1587,5538,MAIN ST AT SWANWICK AVE,,43.682077,-79.299329,,,,
1588,9567,NUGGET AT DOVEDALE CRT,,43.796759,-79.247549,,,,
1589,7181,SHEPPARD AVE EAST AT DURNFORD RD,,43.800925,-79.150868,,,,
1590,10429,JANE ST AT HIGHWAY 7,,43.794339,-79.524719,,,,
1591,9627,THE EAST MALL AT THE QUEENSWAY,,43.616204,-79.546035,,,,
1592,9467,COSBURN AVE AT GREENWOOD AVE,,43.692128,-79.337597,,,,
1593,5156,LAKE SHORE BLVD WEST AT TWENTY SECOND ST,,43.597332,-79.52125,,,,
1594,7405,VARNA DR AT LAWRENCE AVE WEST,,43.717848,-79.437835,,,,
1596,369,BELLAMY RD NORTH AT PAINTED POST DR,,43.760594,-79.236285,,,,
1597,9969,LAWRENCE AVE EAST AT OPPOSITE WALKWAY TO RIDGEWOOD RD,,43.786218,-79.125016,,,,
1598,2089,DUFFERIN ST AT SHANLY ST,,43.663251,-79.436863,,,,
1599,3799,ISLINGTON AVE AT GOSFIELD GATE SOUTH SIDE,,43.725272,-79.560012,,,,
1600,4610,SPADINA RD AT HEATH ST WEST,,43.686706,-79.411887,,,,
1602,354,BELLAMY RD NORTH AT ELLESMERE RD SOUTH SIDE,,43.773895,-79.24176,,,,
1603,9290,DREWRY AVE AT HILDA AVE,,43.785546,-79.424235,,,,
1604,9700,GERRARD ST EAST AT PICKERING ST,,43.685789,-79.292015,,,,
1605,2449,EVANS AVE AT KIPLING AVE,,43.616045,-79.524339,,,,
1606,2170,DUNDAS ST WEST AT LANSDOWNE AVE,,43.65013,-79.440072,,,,
1607,2929,OPPOSITE 1275 MORNINGSIDE AVE,,43.803437,-79.200246,,,,
1608,3394,CALVINGTON DR AT EXBURY RD,,43.730998,-79.495197,,,,
1609,156,BATHURST ST AT BLUE FLAG GATE,,43.768658,-79.441854,,,,
1610,8406,VAUGHAN RD AT ATLAS AVE,,43.68917,-79.433725,,,,
1612,1055,FINCH AVE EAST AT MCCOWAN RD,,43.807888,-79.266751,,,,
1613,9299,115 SKYWAY AVE,,43.683842,-79.583024,,,,
1614,4898,COMMISSIONERS ST AT SAULTER ST,,43.64952,-79.342383,,,,
1615,669,BURNHAMTHORPE RD AT MARTIN GROVE RD,,43.648518,-79.549764,,,,
1616,8505,VICTORIA PARK AVE AT ST CLAIR AVE EAST,,43.708605,-79.295762,,,,
1617,6985,ROYAL YORK RD AT COUNTRY CLUB DR,,43.674485,-79.523226,,,,
1618,7375,STEPHEN DR AT WHITWORTH AVE NORTH SIDE,,43.63287,-79.485175,,,,
1619,3722,HORNER AVE AT JUDSON ST,,43.611711,-79.515493,,,,
1620,4818,BRIMLEY RD AT CHARTLAND BLVD,,43.801667,-79.274847,,,,
1621,411,BIRCHMOUNT RD AT FINCH AVE EAST,,43.798845,-79.305724,,,,
1622,12106,PORTAGE PKWY AT JANE ST WEST SIDE,,43.798394,-79.526148,,,,
1623,491,BLOOR ST WEST AT BATHURST ST,,43.665042,-79.411358,,,,
1624,7110,SENLAC RD AT BURNETT AVE,,43.762417,-79.424092,,,,
1625,7827,HOLLINGER RD AT DOHME AVE EAST SIDE,,43.713224,-79.31391,,,,
1626,2337,EGLINTON AVE WEST AT RONALD AVE,,43.694246,-79.456973,,,,
1627,573,BLOOR ST WEST AT QUEEN'S PARK,,43.668597,-79.394291,,,,
1628,11843,LAMBTON AVE AT BEECHWOOD AVE EAST SIDE,,43.681831,-79.494397,,,,
1630,9037,YONGE ST AT CRESCENT RD SOUTH SIDE (ROSEDALE STATION),,43.676576,-79.389436,,,,
1631,5864,45 NORFINCH DR,,43.757187,-79.52682,,,,
1632,4596,SHEPPARD AVE WEST AT KODIAK CRES (SOUTH),,43.751862,-79.466948,,,,
1633,3852,ISLINGTON AVE AT WESTHAMPTON DR SOUTH SIDE,,43.704182,-79.550097,,,,
1635,5954,OSSINGTON AVE AT CHURCHILL AVE,,43.651716,-79.421604,,,,
1636,11608,STEELES AVE EAST AT SHADLOCK ST,,43.834108,-79.261418,,,,
1637,4748,6355 AIRPORT RD,,43.691053,-79.625125,,,,
1638,466,BIRCHMOUNT RD AT WALKWAY TO AMBERCROFT BLVD,,43.813909,-79.313627,,,,
1639,623,BRIMLEY RD AT DORCOT AVE SOUTH SIDE,,43.758739,-79.257171,,,,
1641,2482,FINCH AVE EAST AT ALAMOSA DR,,43.789039,-79.373485,,,,
1642,334,BEDFORD RD AT DAVENPORT RD,,43.674522,-79.399895,,,,
1643,14244,WARDEN AVE AT CALVERT RD NORTH SIDE,,43.877526,-79.339466,,,,
1644,6899,THE QUEENSWAY AT LOMA RD,,43.625074,-79.508635,,,,
1645,2750,KENNEDY RD AT DANFORTH RD NORTH SIDE,,43.71559,-79.260968,,,,
1646,61,AVENUE RD AT DUPONT ST,,43.677107,-79.397418,,,,
1647,8699,WESTON RD AT BRADSTOCK RD,,43.739205,-79.539593,,,,
1648,682,BURNHAMTHORPE RD AT MEADOWBANK RD,,43.646965,-79.557249,,,,
1649,8150,ST CLAIR AVE WEST AT AVENUE RD WEST SIDE,,43.686572,-79.402034,,,,
1650,1420,OCONNOR DR AT PAPE AVE,,43.69333,-79.350123,,,,
1651,13316,OPPOSITE 2650 ST CLAIR AVE WEST,,43.666484,-79.496612,,,,
1652,7115,SENLAC RD AT ELLERSLIE AVE,,43.768478,-79.426544,,,,
1653,3088,QUEEN ST WEST AT SPADINA AVE,,43.648864,-79.396194,,,,
1654,10543,WARDEN AVE AT HIGHWAY 7,,43.855541,-79.33364,,,,
1655,7701,ELLESMERE RD AT MORNELLE CRT,,43.785,-79.195189,,,,
1656,150,BATHURST ST AT HEATHDALE RD SOUTH SIDE,,43.688782,-79.420674,,,,
1657,5589,MARTIN GROVE RD AT ALBION RD,,43.742429,-79.594591,,,,
1658,8139,ST CLAIR AVE EAST AT DENVALE RD,,43.704414,-79.318406,,,,
1659,7810,HARBORD ST AT GRACE ST,,43.65987,-79.417607,,,,
1660,6819,QUEEN ST EAST AT WAVERLEY RD,,43.669783,-79.300939,,,,
1661,273,BAYVIEW AVE AT GARNIER PARK,,43.801045,-79.395502,,,,
1662,5677,MCCOWAN RD AT ST ANDREWS RD,,43.760033,-79.246725,,,,
1663,5942,OCONNOR DR AT WOODBINE AVE,,43.699957,-79.319142,,,,
1664,4402,LANSDOWNE AVE AT DUPONT ST SOUTH SIDE,,43.666503,-79.446476,,,,
1665,1739,BIRCHMOUNT RD AT DANFORTH AVE,,43.69724,-79.264189,,,,
1666,2478,FERRIS RD AT SQUIRES AVE,,43.70494,-79.298689,,,,
1667,5448,LESLIE ST AT GREYHOUND DR SOUTH SIDE,,43.792022,-79.368593,,,,
1668,8989,YONGE ST AT FINCH AVE WEST,,43.779948,-79.415772,,,,
1669,1433,38 ORFUS RD,,43.719707,-79.459476,,,,
1670,4490,MILVAN DR AT PENN DR (NORTH),,43.755334,-79.558305,,,,
1672,4002,KEELE ST AT INGRAM DR,,43.699292,-79.47579,,,,
1673,10683,KEELE ST AT CROMWELL RD,,43.84259,-79.509713,,,,
1674,7620,OPPOSITE 100 CLAYSON RD,,43.723035,-79.525282,,,,
1675,9099,STEEPROCK DR AT WHITEHORSE RD,,43.758347,-79.472647,,,,
1676,9672,PARK RD (ZOO) AT KIRKHAMS RD EAST SIDE,,43.818138,-79.17511,,,,
1677,236,BAY ST AT CHARLES ST WEST SOUTH SIDE,,43.668102,-79.388926,,,,
1678,4007,KEELE ST AT LAWRENCE AVE WEST NORTH SIDE,,43.70935,-79.478014,,,,
1680,7946,VICTORIA PARK AVE LOOP AT STEELES AVE EAST,,43.816673,-79.34152,,,,
1681,8398,UPPER HIGHLAND CRES AT MUNRO BLVD,,43.746204,-79.396671,,,,
1682,972,DONLANDS AVE AT SOMERS AVE SOUTH SIDE,,43.684301,-79.338974,,,,
1683,5636,MARTIN GROVE RD AT RAMPART RD,,43.734109,-79.590491,,,,
1684,6382,FLEMINGTON RD AT BLOSSOMFIELD DR,,43.719155,-79.448344,,,,
1685,7453,WINDERMERE PLACE AT WINDERMERE AVE,,43.638187,-79.471107,,,,
1686,4503,OLD WESTON RD AT ROCKWELL AVE,,43.676679,-79.464001,,,,
1687,3886,JANE ST AT EGLINTON AVE WEST NORTH SIDE,,43.684863,-79.498775,,,,
1688,2834,44 LONGBOURNE DR,,43.680131,-79.568791,,,,
1689,10527,ELLESMERE RD AT CALVERLEY TRAIL,,43.78948,-79.176547,,,,
1690,818,COLLEGE ST AT BROCK AVE,,43.651734,-79.436459,,,,
1691,8998,YONGE ST AT GLENGROVE AVE WEST,,43.719669,-79.401225,,,,
1692,2944,MORNINGSIDE AVE AT FORDOVER DR,,43.75464,-79.180325,,,,
1693,2558,FINCH AVE EAST AT TAPSCOTT RD,,43.814106,-79.237355,,,,
1694,756,CARLTON ST AT ONTARIO ST,,43.663832,-79.370357,,,,
1695,9081,YORK MILLS RD AT RAYOAK DR,,43.762062,-79.321505,,,,
1696,1667,YONGE ST AT BELSIZE DR,,43.700176,-79.396869,,,,
1697,7474,YORK MILLS RD AT UPPER HIGHLAND CRES,,43.745536,-79.396288,,,,
1698,5629,MARTIN GROVE RD AT MILKWOOD AVE,,43.73026,-79.58873,,,,
1699,9375,CHRISTIE ST AT DAVENPORT RD,,43.675754,-79.423264,,,,
1700,2391,EGLINTON AVE WEST AT OLD FOREST HILL RD,,43.701643,-79.422912,,,,
1701,2935,MORNINGSIDE AVE AT CASEBRIDGE CRT,,43.808751,-79.202499,,,,
1702,6463,HUNTINGWOOD DR AT ST CRISPINS DR,,43.792045,-79.297552,,,,
1703,8789,WILLOWDALE AVE AT ABITIBI AVE NORTH SIDE,,43.797984,-79.413831,,,,
1704,5035,EAST AVE AT EAST WILLOW GATE,,43.787531,-79.134518,,,,
1705,7180,SHEPPARD AVE EAST AT ATRIUM LANE,,43.800897,-79.150322,,,,
1706,5744,MIDLAND AVE AT SOUTH SHIELDS AVE,,43.806895,-79.288601,,,,
1707,9782,STEELES AVE EAST AT MIDLAND AVE,,43.82576,-79.297631,,,,
1708,13951,UNDERPASS GATE AT FENELON DR EAST SIDE,,43.762042,-79.33744,,,,
1709,4072,KENNEDY RD AT BRIGSTOCK RD SOUTH SIDE,,43.760996,-79.279491,,,,
1710,1131,GOUGH RD AT 14TH AVE,,43.838424,-79.324716,,,,
1711,1548,SHERWAY GATE AT EVANS AVE NORTH SIDE,,43.609439,-79.556497,,,,
1712,4143,KING ST EAST AT SACKVILLE ST,,43.654314,-79.360383,,,,
1713,4703,WASHBURN WAY AT SHEPPARD AVE EAST NORTH SIDE,,43.796615,-79.22764,,,,
1715,8730,WESTON RD AT HUMBER BLVD,,43.683256,-79.480483,,,,
1717,3,ALNESS ST AT FLINT RD,,43.781748,-79.477613,,,,
1719,5163,LAKE SHORE BLVD WEST AT THIRTY FIRST ST,,43.595128,-79.530379,,,,
1720,9529,OPPOSITE 49 MABELLE AVE,,43.645427,-79.528512,,,,
1721,10951,LITTLES RD AT OLD FINCH AVE,,43.82092,-79.206109,,,,
1722,5120,HIGH PARK AVE AT GLENLAKE AVE,,43.657301,-79.466935,,,,
1723,4116,KENNEDY RD AT RADNOR AVE,,43.746051,-79.273806,,,,
1724,3932,JANE ST AT TRETHEWEY DR,,43.697306,-79.502179,,,,
1725,6209,WICKSTEED AVE AT BRENTCLIFFE RD,,43.71109,-79.359827,,,,
1726,14163,WOODBINE AVE AT RODICK RD,,43.876579,-79.36474,,,,
1727,8564,WARDEN AVE AT FAIRFAX CRES,,43.716255,-79.282952,,,,
1728,6335,CRESCENT RD AT ROSEDALE RD WEST SIDE,,43.677767,-79.384882,,,,
1730,11834,NORTHCLIFFE AVE AT EGLINTON AVE WEST,,43.696017,-79.447529,,,,
1731,8795,WILLOWDALE AVE AT CENTRE AVE,,43.792968,-79.411803,,,,
1732,8690,WESTON RD AT BURGUNDY CRT NORTH SIDE,,43.729276,-79.535917,,,,
1733,4707,WASHBURN WAY AT MAMMOTH HALL TRAIL,,43.801057,-79.226114,,,,
1734,5045,75 THE EAST MALL,,43.618778,-79.547996,,,,
1735,5456,LESLIE ST AT LONGWOOD DR,,43.749568,-79.359361,,,,
1736,10122,PARK LAWN RD AT CANNON RD,,43.632957,-79.491957,,,,
1737,5162,LAKE SHORE BLVD WEST AT THIRTIETH ST,,43.595456,-79.529661,,,,
1738,10014,MCCOWAN RD AT GILLINGHAM AVE,,43.835287,-79.276473,,,,
1739,3030,QUEEN ST EAST AT JONES AVE,,43.662598,-79.332915,,,,
1740,9370,CHRISTIE ST AT TYRREL AVE,,43.678111,-79.424078,,,,
1741,4715,WOODWARD AVE AT QUEEN ST EAST,,43.665504,-79.319636,,,,
1743,1932,DON MILLS RD AT FINCH AVE EAST,,43.79285,-79.354958,,,,
1744,3034,QUEEN ST EAST AT BROOKLYN AVE,,43.662068,-79.335802,,,,
1745,8484,VICTORIA PARK AVE AT MEIGHEN AVE,,43.705362,-79.294422,,,,
1746,9169,LESLIE ST AT YORK MILLS RD SOUTH SIDE,,43.75254,-79.360028,,,,
1747,2327,EGLINTON AVE WEST AT BATHURST ST,,43.701254,-79.424598,,,,
1748,11237,GILTSPUR DR AT JANE ST,,43.734812,-79.510991,,,,
1749,1455,PRINCE ARTHUR AVE AT BEDFORD RD WEST SIDE,,43.669155,-79.398306,,,,
1750,5511,LONG BRANCH LOOP,,43.59181,-79.544124,,,,
1751,1443,PARK ST AT ATLEE AVE,,43.711349,-79.250953,,,,
1752,4215,KINGSTON RD AT CHINE DR,,43.714302,-79.245087,,,,
1753,382,BIRCHMOUNT RD AT BONIS AVE,,43.783447,-79.299166,,,,
1754,2697,HIGHVIEW AVE AT LILLINGTON AVE,,43.700459,-79.263035,,,,
1756,11889,ADELAIDE ST WEST AT SIMCOE ST,,43.648569,-79.386732,,,,
1757,3378,BROOKLAWN AVE AT KINGSTON RD SOUTH SIDE,,43.721628,-79.235899,,,,
1758,13334,KINGSTON RD AT RESTHAVEN MEMORIAL GARDENS,,43.715817,-79.243371,,,,
1759,73,AVENUE RD AT WILSON AVE,,43.739392,-79.421261,,,,
1760,323,BAYVIEW AVE AT TRUMAN RD,,43.760332,-79.386399,,,,
1761,7335,SOUTH DR AT GLEN RD,,43.677609,-79.374946,,,,
1762,7208,SHEPPARD AVE EAST AT MASSIE ST WEST SIDE,,43.792533,-79.245419,,,,
1763,2965,MORNINGSIDE AVE AT SEWELLS RD NORTH SIDE,,43.816608,-79.211408,,,,
1764,1989,THE DONWAY WEST AT LAWRENCE AVE EAST NORTH SIDE,,43.73745,-79.346803,,,,
1765,934,DAVENPORT RD AT CHRISTIE ST WEST SIDE,,43.67551,-79.423564,,,,
1766,1196,JONES AVE AT SHUDELL AVE,,43.675278,-79.33827,,,,
1767,3260,YORK MILLS RD AT HEDGEWOOD RD EAST SIDE,,43.744891,-79.398728,,,,
1768,4985,DIXON RD AT HIGHWAY 401,,43.692743,-79.565842,,,,
1769,1888,DAWES RD AT DENTONIA PARK AVE,,43.691897,-79.296983,,,,
1770,4085,KENNEDY RD AT FORBES RD,,43.755332,-79.276923,,,,
1771,8264,STEELES AVE WEST AT CAPSTAN GATE,,43.783384,-79.487004,,,,
1772,6678,PHARMACY AVE AT CHRISTINA CRES (SOUTH),,43.760841,-79.310992,,,,
1773,479,BLOOR ST EAST AT CHURCH ST,,43.671191,-79.382987,,,,
1774,6757,PHARMACY AVE AT SUNDRIDGE DR,,43.721571,-79.295972,,,,
1775,1002,DUPONT ST AT DOVERCOURT RD,,43.669591,-79.43285,,,,
1776,5817,MT PLEASANT RD AT ERSKINE AVE,,43.71269,-79.391852,,,,
1778,1421,OCONNOR DR AT RIVERCOURT BLVD,,43.693704,-79.34814,,,,
1779,6618,NEPTUNE DR AT RAJAH ST,,43.732073,-79.438431,,,,
1780,2746,519 KENNEDY RD,,43.719564,-79.26241,,,,
1781,8457,VICTORIA PARK AVE AT ELVASTON DR SOUTH SIDE,,43.7295,-79.304774,,,,
1782,10151,COLLEGE ST AT MAJOR ST,,43.657543,-79.402663,,,,
1784,7771,GARYRAY DR AT NORELCO DR,,43.769775,-79.535869,,,,
1785,5914,OAKWOOD AVE AT ST CLAIR AVE WEST NORTH SIDE,,43.680177,-79.435811,,,,
1786,6399,GLEN RD AT DOUGLAS DR,,43.685269,-79.372588,,,,
1787,690,BURNHAMTHORPE RD AT RENFORTH DR WEST SIDE,,43.643362,-79.572804,,,,
1788,6652,PARLIAMENT ST AT WELLESLEY ST EAST SOUTH SIDE,,43.667931,-79.369544,,,,
1789,8758,WESTON RD AT DORA SPENCER RD NORTH SIDE,,43.692284,-79.503097,,,,
1790,7968,OPPOSITE 1314 MILITARY TRAIL,,43.784362,-79.183803,,,,
1791,590,3700 BLOOR ST WEST AT RESURRECTION RD,,43.643137,-79.530595,,,,
1792,2503,FINCH AVE EAST AT CHEROKEE BLVD,,43.793546,-79.336714,,,,
1793,125,BATHURST ST AT DREWRY AVE,,43.780776,-79.444582,,,,
1794,9030,YONGE ST AT MONTGOMERY AVE,,43.709755,-79.39907,,,,
1795,10890,DOVERCOURT RD AT DAVENPORT RD SOUTH SIDE,,43.673928,-79.434561,,,,
1796,5972,OSSINGTON AVE AT HARBORD ST,,43.658416,-79.424168,,,,
1797,13593,DRUMMOND DR AT ST JOAN OF ARC AVE,,43.866863,-79.519895,,,,
1798,3424,4375 CHESSWOOD DR,,43.761069,-79.477957,,,,
1799,1197,JONES AVE AT SPROAT AVE SOUTH SIDE,,43.667768,-79.335046,,,,
1800,2694,HIGHVIEW AVE AT BAUDINA CRES,,43.701539,-79.258411,,,,
1801,2043,DUFFERIN ST AT DUNDAS ST WEST,,43.649427,-79.431276,,,,
1802,8974,YONGE ST AT CRANBROOKE AVE,,43.729265,-79.403383,,,,
1803,8450,VICTORIA PARK AVE AT DRAYCOTT DR SOUTH SIDE,,43.732084,-79.30583,,,,
1804,6474,LOWER JARVIS ST AT THE ESPLANADE,,43.648093,-79.37077,,,,
1805,3212,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),,43.781875,-79.415934,,,,
1806,11121,50 SHORNCLIFFE RD,,43.628908,-79.543377,,,,
1807,2895,MCNICOLL AVE AT MOGUL DR,,43.799782,-79.35198,,,,
1808,3135,TRETHEWEY DR AT MILLENNIUM DR,,43.697062,-79.496798,,,,
1809,9678,BRIMLEY RD AT STEELES AVE EAST,,43.828085,-79.287103,,,,
1810,2796,KINGSTON RD AT SOUTHWOOD DR,,43.678753,-79.298362,,,,
1812,2198,615 THE EAST MALL,,43.657018,-79.566754,,,,
1813,9874,SHEFFIELD ST AT DENSLEY AVE,,43.70499,-79.470494,,,,
1814,9847,BRENYON WAY AT PIONEER PATHWAY,,43.806233,-79.213496,,,,
1815,6247,BANNATYNE DR AT RIDERWOOD DR,,43.758014,-79.364355,,,,
1817,5028,DUNDAS ST WEST AT SHORNCLIFFE RD,,43.631907,-79.544858,,,,
1818,7242,SHEPPARD AVE EAST AT OLD LESLIE ST (LESLIE STATION),,43.771223,-79.366706,,,,
1819,7299,SHEPPARD AVE WEST AT WILSON HEIGHTS BLVD,,43.75146,-79.45704,,,,
1820,8307,STEELES AVE WEST AT OLD WESTON RD,,43.771118,-79.543065,,,,
1821,10079,820 DENISON ST,,43.825696,-79.33454,,,,
1822,9420,DAVENPORT RD AT WYCHWOOD PARK WEST SIDE,,43.676581,-79.419512,,,,
1823,8801,WILLOWDALE AVE AT ELMWOOD AVE,,43.76865,-79.401572,,,,
1824,8240,STEELES AVE EAST AT VALLONCLIFFE RD,,43.805147,-79.388071,,,,
1825,3173,WILLOWRIDGE RD AT EARLDOWN DR SOUTH SIDE,,43.676171,-79.570132,,,,
1826,13711,ST CLAIR AVE WEST AT MONDOVI GATE WEST SIDE,,43.670832,-79.475535,,,,
1827,11948,SUNRISE AVE AT OCONNOR DR,,43.719172,-79.303663,,,,
1828,2747,OPPOSITE 519 KENNEDY RD (CEMETERY),,43.719427,-79.262577,,,,
1829,4004,KEELE ST AT LANGSTAFF RD,,43.818316,-79.503717,,,,
1830,12021,MCNICOLL AVE AT BRIMLEY RD,,43.815532,-79.282137,,,,
1831,5876,549 OAKDALE RD,,43.750551,-79.52649,,,,
1832,4648,SYMINGTON AVE AT BLOOR ST WEST NORTH SIDE,,43.657709,-79.447791,,,,
1833,5915,OAKWOOD AVE AT ST CLAIR AVE WEST,,43.679324,-79.435723,,,,
1834,6173,WESTON RD AT CHURCH ST SOUTH SIDE,,43.70277,-79.524953,,,,
1835,6321,250 CONSUMERS RD,,43.770528,-79.330167,,,,
1836,7394,VAN HORNE AVE AT LUCIFER DR,,43.787545,-79.337469,,,,
1837,13449,EGLINTON AVE EAST AT PRUDHAM GATE,,43.728601,-79.284686,,,,
1838,8175,ST CLAIR AVE WEST AT NORTHCLIFFE BLVD,,43.678296,-79.440984,,,,
1839,1722,BAYVIEW AVE AT FLEMING CRES NORTH SIDE,,43.707182,-79.375629,,,,
1840,3876,JANE ST AT COURAGE AVE SOUTH SIDE,,43.744746,-79.514665,,,,
1841,9634,WARDEN AVE AT 125 BAMBURGH CIR APTS,,43.813624,-79.324375,,,,
1842,9281,ANTIBES DR (SOUTH) AT TORRESDALE AVE EAST SIDE,,43.779376,-79.45176,,,,
1843,9031,YONGE ST AT MOORE PARK AVE,,43.793983,-79.419184,,,,
1844,7741,ERINGATE DR AT WELLESWORTH DR,,43.660966,-79.580607,,,,
1845,4192,KING ST WEST AT UNIVERSITY AVE (ST ANDREW STATION),,43.647554,-79.385042,,,,
1846,10710,ATKINSON AVE AT DUNDURN CRES (SOUTH),,43.817249,-79.444708,,,,
1847,13318,ST CLAIR AVE WEST AT JANE ST,,43.667031,-79.492119,,,,
1848,569,BLOOR ST WEST AT PRINCE EDWARD DR NORTH WEST SIDE,,43.648628,-79.506027,,,,
1849,640,BRIMLEY RD AT SEMINOLE AVE NORTH SIDE,,43.745341,-79.251865,,,,
1850,6720,PHARMACY AVE AT KELLYVALE RD,,43.756918,-79.310014,,,,
1851,8127,SPADINA RD AT LOWTHER AVE,,43.66908,-79.404928,,,,
1852,9074,YORK MILLS RD AT OLD YONGE ST,,43.744923,-79.399201,,,,
1853,8266,STEELES AVE WEST AT CARPENTER RD,,43.791898,-79.447754,,,,
1855,9800,MCCOWAN RD AT WALKWAY TO ALANBULL SQ,,43.819987,-79.272949,,,,
1856,4069,900 KENNEDY RD,,43.739982,-79.271272,,,,
1857,153,BATHURST ST AT BRIDGMAN AVE,,43.674986,-79.415002,,,,
1858,4932,CULFORD RD AT RIDGE POINT CRES,,43.703335,-79.486722,,,,
1859,3777,ISLINGTON AVE AT DIXON RD,,43.696708,-79.546352,,,,
1860,8666,339 THE WEST MALL,,43.637927,-79.564068,,,,
1861,826,COLLEGE ST AT DUFFERIN ST,,43.652497,-79.43266,,,,
1862,2887,MCNICOLL AVE AT EAGLE POINT RD,,43.805262,-79.326097,,,,
1863,337,BEDFORD RD AT PRINCE ARTHUR AVE,,43.669132,-79.397809,,,,
1865,1449,PARK ST AT NATAL AVE,,43.710861,-79.253392,,,,
1866,13645,MARKHAM RD AT SPRINGDALE ST,,43.885657,-79.26252,,,,
1867,340,BELLAMY RD NORTH AT AMBERJACK BLVD,,43.772492,-79.241054,,,,
1868,13602,KEELE ST AT DRUMMOND DR,,43.867843,-79.515466,,,,
1869,8889,WILSON AVE AT YONGE BLVD EAST SIDE,,43.741286,-79.414802,,,,
1870,10604,OPPOSITE 689 WARDEN AVE,,43.707417,-79.279194,,,,
1871,5237,LAWRENCE AVE EAST AT BIRCHMOUNT RD WEST SIDE,,43.747545,-79.285336,,,,
1872,8652,WELLESWORTH DR AT TORRINGTON DR NORTH SIDE,,43.65537,-79.576604,,,,
1874,862,COSBURN AVE AT PAPE AVE,,43.689506,-79.348637,,,,
1875,9211,ARLETA AVE AT TINA CRT,,43.743582,-79.501457,,,,
1876,2762,KENNEDY RD AT ST CLAIR AVE EAST NORTH SIDE,,43.71685,-79.261272,,,,
1877,7448,WINDERMERE AVE AT ST OLAVES RD,,43.642401,-79.475943,,,,
1878,4194,KING ST WEST AT WILSON PARK RD,,43.637065,-79.442474,,,,
1879,7444,WESTON RD AT OAK ST,,43.707984,-79.533804,,,,
1880,6627,PAPE AVE AT BAIN AVE,,43.67305,-79.342532,,,,
1881,11417,HUMBERWOOD BLVD AT HONEYVIEW PL,,43.733403,-79.619188,,,,
1883,4826,BRIMLEY RD AT HUNTINGWOOD DR,,43.798674,-79.273584,,,,
1884,10446,2901 JANE ST,,43.752897,-79.516424,,,,
1885,9770,WOODBINE AVE AT BURNCREST RD,,43.837976,-79.355176,,,,
1886,367,BELLAMY RD NORTH AT NORTHLEIGH DR,,43.769717,-79.240147,,,,
1887,14230,ASHBERRY BLVD AT WESTON RD,,43.834637,-79.557318,,,,
1888,8378,UNDERHILL DR AT BROOKBANKS DR SOUTH SIDE,,43.753239,-79.327499,,,,
1889,9128,FINCH AVE EAST AT DON MILLS RD,,43.792894,-79.354152,,,,
1890,7054,RUNNYMEDE RD AT COLBECK ST,,43.65507,-79.477941,,,,
1891,184,BATHURST ST AT PATRICIA AVE NORTH SIDE,,43.784203,-79.445443,,,,
1892,10009,MCCOWAN RD AT HERITAGE RD,,43.870058,-79.285396,,,,
1893,10809,OPPOSITE 1801-1821 ALBION RD,,43.745112,-79.611696,,,,
1894,5823,MT PLEASANT RD AT HEATH ST EAST,,43.692323,-79.384212,,,,
1895,2735,JANE ST AT GOLDWIN AVE SOUTH SIDE,,43.689024,-79.500417,,,,
1896,11568,THISTLEDOWN BLVD AT THISTLEDOWN BLVD NORTH SIDE,,43.738274,-79.556217,,,,
1897,4135,KING ST EAST AT JARVIS ST,,43.650372,-79.372014,,,,
1898,11940,IAN MACDONALD BLVD AT THE CHIMNEYSTACK RD,,43.776423,-79.50075,,,,
1899,9219,ARLETA AVE AT SPENVALLEY DR,,43.743809,-79.501581,,,,
1900,6125,ST CLAIR AVE EAST AT REXLEIGH DR,,43.706553,-79.307229,,,,
1901,1664,WILSON AVE AT LAURENTIA CRES,,43.736243,-79.439806,,,,
1902,8295,STEELES AVE WEST AT NORFINCH DR,,43.773468,-79.53161,,,,
1904,6192,THE WESTWAY AT KIPLING AVE,,43.685482,-79.555004,,,,
1905,9861,CULFORD RD AT GULLIVER RD,,43.698,-79.483981,,,,
1906,1475,RATHBURN RD AT ELMCREST RD,,43.647693,-79.586629,,,,
1907,5543,MAPLE LEAF DR AT BOURDON AVE,,43.711276,-79.495852,,,,
1908,5925,OCONNOR DR AT DOHME AVE,,43.710392,-79.308969,,,,
1909,4148,KING ST EAST AT SUMACH ST,,43.655293,-79.358718,,,,
1910,1058,FLEET ST AT FORT YORK BLVD,,43.636326,-79.407098,,,,
1911,4489,MILVAN DR AT MILWICK DR (SOUTH),,43.75626,-79.560212,,,,
1912,4647,SYMINGTON AVE AT ANTLER ST,,43.664022,-79.450562,,,,
1913,11520,ROYALCREST RD AT LEADING RD,,43.750544,-79.60713,,,,
1914,7530,BERMONDSEY RD AT BARTLEY DR,,43.719598,-79.31431,,,,
